,sqft_living,sqft_lot,sqft_basement,bedrooms,floors,zipcode_category,lat,long,waterfront,view,grade,age_renovated,price
20646,1920,3624,0,3,2.0,3,47.6647,-122.087,0,0,9,20.0,674000
20647,2267,3577,0,4,2.0,1,47.3384,-122.18,0,0,7,9.0,306000
20648,5780,17004,1520,5,2.0,5,47.5802,-122.212,0,0,11,17.0,2320000
20649,1131,1304,0,2,3.0,3,47.6912,-122.313,0,0,7,12.0,394950
20650,2940,6431,0,3,2.0,3,47.5818,-122.047,0,0,10,9.0,914154
20651,2180,4533,0,3,2.0,2,47.754,-122.215,0,0,7,13.0,496000
20652,1400,1078,460,3,2.0,2,47.5701,-122.288,0,0,8,14.0,430100
20653,2680,5539,0,4,2.0,2,47.4759,-121.734,0,0,8,10.0,449990
20654,2680,5539,0,4,2.0,2,47.4759,-121.734,0,0,8,10.0,502000
20655,1300,3612,0,3,2.0,2,47.5328,-122.282,0,0,7,18.0,310000
20656,2796,3520,0,4,2.5,1,47.3427,-122.278,0,0,8,10.0,349950
20657,1460,1500,460,2,2.0,2,47.6853,-122.356,0,0,8,15.0,625000
20658,4210,6481,950,4,2.0,3,47.5765,-122.072,0,3,9,9.0,1050000
20659,2330,3920,0,4,2.0,3,47.5525,-121.99,0,0,9,18.0,680000
20660,3930,5680,1110,4,2.0,3,47.5528,-122.076,0,1,9,10.0,828950
20661,1608,4000,0,3,2.0,1,47.2582,-122.198,0,0,8,9.0,274950
20662,1610,1968,0,2,2.0,2,47.5184,-122.196,0,0,7,44.0,293000
20663,3200,3250,530,4,2.0,3,47.5515,-122.0,0,0,9,16.0,795000
20664,1710,3500,0,4,2.0,1,47.3448,-122.217,0,0,7,9.0,282900
20665,3050,8972,0,5,2.0,4,47.6819,-122.172,0,0,9,9.0,909950
20666,3560,4951,0,4,2.0,3,47.6178,-122.055,0,0,9,9.0,922755
20667,2650,8685,0,4,2.0,1,47.344,-122.269,0,0,9,17.0,424000
20668,3490,12410,900,3,2.0,2,47.4714,-122.071,0,0,8,14.0,630000
20669,4140,46173,0,4,2.0,2,47.7647,-122.213,0,0,9,16.0,810000
20670,1670,4441,0,3,1.0,1,47.1948,-121.975,0,0,7,9.0,256703
20671,1720,3600,0,3,2.0,3,47.6856,-122.013,0,0,7,13.0,386380
20672,1510,3961,0,2,1.0,3,47.709,-122.018,0,0,8,13.0,485000
20673,1450,4040,0,3,2.0,1,47.3665,-122.022,0,0,7,13.0,275000
20674,1812,5026,0,4,2.0,1,47.4513,-122.202,0,0,8,12.0,370000
20675,1060,1208,120,2,2.0,4,47.6371,-122.327,0,0,8,18.0,499950
20676,1600,3073,0,3,3.0,2,47.5934,-122.298,0,0,8,14.0,502000
20677,1530,1565,250,3,2.0,3,47.6179,-122.312,0,0,8,18.0,654000
20678,2070,1230,570,4,3.0,3,47.5775,-122.41,0,0,9,10.0,575000
20679,3630,7482,0,4,2.0,1,47.4565,-122.287,0,0,10,15.0,500000
20680,2140,4126,180,3,2.0,3,47.5368,-122.073,0,0,8,18.0,554000
20681,2010,12188,860,4,1.0,2,47.5013,-122.147,0,0,7,63.0,360000
20682,2630,4501,0,4,2.0,2,47.7748,-122.244,0,0,8,8.0,619990
20683,2233,6025,0,4,2.0,1,47.2599,-122.256,0,0,7,11.0,317500
20684,2990,4521,0,4,2.0,2,47.7401,-122.226,0,0,7,9.0,564950
20685,1240,2150,0,2,2.0,2,47.6884,-122.374,0,0,8,9.0,545000
20686,2230,5050,0,3,2.0,1,47.3359,-122.055,0,0,7,17.0,333700
20687,3700,2264,1420,3,2.0,4,47.6653,-122.205,0,0,11,25.0,1480000
20688,2290,5105,0,4,2.0,2,47.7727,-122.237,0,0,8,11.0,530000
20689,950,865,0,2,3.0,2,47.6714,-122.382,0,0,8,17.0,396000
20690,1120,758,0,2,2.0,3,47.5325,-122.072,0,0,7,11.0,305000
20691,2420,4670,0,5,2.0,2,47.5241,-122.285,0,0,7,10.0,380000
20692,1714,3250,0,4,2.0,1,47.429,-122.189,0,0,8,13.0,305000
20693,2230,5650,0,4,2.0,2,47.5073,-122.168,0,0,7,12.0,440000
20694,2530,10000,0,4,2.0,1,47.431,-122.335,0,0,7,10.0,459000
20695,1550,1233,390,3,2.0,3,47.6034,-122.309,0,0,8,18.0,530000
20696,3110,11225,0,4,2.0,2,47.4865,-122.143,0,0,8,11.0,600000
20697,2100,2409,440,3,2.0,2,47.5973,-122.298,0,0,8,15.0,515000
20698,2150,3721,0,4,2.0,1,47.3363,-122.215,0,0,8,16.0,275000
20699,1630,1404,610,3,2.0,2,47.6646,-122.367,0,0,8,9.0,540000
20700,2230,7934,0,3,2.0,2,47.5439,-121.88,0,0,7,18.0,445000
20701,1320,955,0,3,3.0,1,47.5202,-122.357,0,0,7,14.0,285000
20702,1590,1431,530,3,2.0,2,47.5893,-122.309,0,0,8,13.0,480000
20703,2610,3642,530,5,2.0,2,47.535,-122.284,0,0,8,18.0,440000
20704,1440,2500,0,3,2.0,1,47.5123,-122.358,0,0,7,15.0,287450
20705,2630,6283,0,4,2.0,2,47.5079,-122.158,0,0,9,17.0,507950
20706,3390,10078,350,3,2.0,2,47.537,-122.185,0,0,10,11.0,750000
20707,1400,1022,0,3,3.0,3,47.6989,-122.317,0,0,8,16.0,425000
20708,1900,2133,380,3,2.0,2,47.5675,-122.369,0,0,8,14.0,420000
20709,1350,1250,80,3,3.0,2,47.5491,-122.387,0,0,8,17.0,394950
20710,3420,6752,390,4,2.0,2,47.517,-121.876,0,2,9,11.0,635000
20711,2150,161607,820,3,2.0,1,47.4178,-121.937,0,0,7,28.0,513000
20712,2110,5306,0,4,2.0,1,47.356,-122.057,0,0,8,11.0,380000
20713,3810,8519,1130,4,1.0,4,47.699,-122.207,0,1,10,16.0,1130000
20714,2870,4369,780,5,2.0,2,47.7449,-122.192,0,0,8,16.0,540000
20715,1240,705,90,2,2.0,3,47.5321,-122.073,0,0,7,14.0,352499
20716,3610,6345,1240,4,2.0,1,47.4283,-122.102,0,0,9,15.0,603000
20717,2310,5100,0,4,2.0,3,47.7039,-122.36,0,0,9,10.0,685000
20718,1930,3031,730,4,1.0,2,47.7457,-121.985,0,0,7,17.0,330675
20719,1390,1080,250,3,2.0,2,47.5323,-122.281,0,0,7,17.0,275000
20720,1578,7340,0,3,2.0,1,47.3771,-122.186,0,0,7,13.0,259950
20721,1720,15000,0,3,1.0,2,47.6927,-121.92,0,0,9,12.0,441000
20722,4700,11237,1770,5,2.0,4,47.6624,-122.197,0,0,10,17.0,1140000
20723,1970,5079,290,3,2.0,2,47.5816,-122.296,0,0,8,16.0,590000
20724,1460,1353,410,3,2.0,3,47.5774,-122.412,0,0,8,11.0,497000
20725,1930,4000,0,3,2.0,1,47.3518,-122.275,0,0,8,9.0,345500
20726,1300,907,300,3,2.0,4,47.6371,-122.327,0,0,8,17.0,562500
20727,1445,1087,145,3,2.0,3,47.5339,-122.067,0,0,7,18.0,355000
20728,860,696,0,2,2.0,2,47.5663,-122.29,0,0,9,14.0,345000
20729,3040,4535,0,3,2.0,2,47.51,-122.185,0,0,9,16.0,478000
20730,2424,6143,0,3,2.0,1,47.3512,-122.135,0,0,9,9.0,391500
20731,1084,3427,0,2,2.0,2,47.7117,-122.326,0,0,7,47.0,265000
20732,2510,5320,0,3,2.0,1,47.5374,-122.357,0,0,8,18.0,395000
20733,1220,1036,0,2,3.0,1,47.7348,-122.347,0,0,7,17.0,286308
20734,1280,835,200,2,2.0,2,47.5592,-122.284,0,0,7,14.0,370000
20735,3740,5610,880,5,2.0,2,47.6764,-122.392,0,0,9,9.0,1080000
20736,1852,4000,0,3,2.0,1,47.3451,-122.209,0,0,7,9.0,298900
20737,2580,5787,0,4,2.0,3,47.5416,-121.994,0,0,9,16.0,775000
20738,3190,31450,0,4,2.0,3,47.501,-121.902,0,0,9,13.0,790000
20739,3400,5119,1100,3,2.0,3,47.6843,-122.305,0,0,8,9.0,1050000
20740,1090,2686,0,2,2.0,2,47.717,-122.19,0,0,7,41.0,249000
20741,2360,6145,0,3,1.0,1,47.3564,-122.198,0,0,8,12.0,348000
20742,2460,5604,0,5,2.0,1,47.3658,-122.037,0,0,8,12.0,358000
20743,2025,7760,0,5,2.0,1,47.2671,-122.256,0,0,7,16.0,260000
20744,4410,5104,1010,4,2.0,2,47.5392,-121.861,0,0,9,17.0,765000
20745,2810,5400,0,3,2.0,3,47.7065,-122.118,0,0,9,18.0,739000
20746,4490,6000,1290,5,2.0,3,47.5396,-122.073,0,0,10,17.0,890000
20747,3070,6432,0,4,2.0,1,47.4487,-122.205,0,0,9,17.0,462000
20748,1984,32400,420,4,1.0,1,47.36,-122.318,0,0,8,61.0,380000
20749,4750,8234,1400,5,2.0,1,47.3574,-122.318,0,2,10,10.0,770000
20750,2760,4104,860,4,2.0,2,47.5286,-122.187,0,0,8,9.0,641000
20751,4360,8175,420,4,2.5,3,47.5724,-122.104,1,4,10,16.0,2300000
20752,3060,27251,0,4,1.5,1,47.1967,-121.966,0,0,8,15.0,369000
20753,2770,2650,590,4,2.0,4,47.6435,-122.354,0,0,9,9.0,1110000
20754,2990,9240,0,5,2.0,1,47.7384,-122.348,0,0,8,8.0,357000
20755,1540,1251,310,3,2.0,4,47.6298,-122.321,0,0,8,21.0,650000
20756,1400,1312,0,3,3.5,2,47.6534,-122.355,0,0,8,16.0,563500
20757,1680,2229,0,3,2.0,2,47.7484,-122.322,0,0,7,16.0,345000
20758,2260,7163,0,3,1.0,1,47.4593,-122.136,0,0,9,11.0,479950
20759,3400,5196,0,4,2.0,2,47.5169,-121.884,0,0,9,11.0,660000
20760,2930,5000,170,4,2.0,4,47.5424,-122.12,0,0,9,16.0,800000
20761,1239,6036,0,3,1.0,1,47.3689,-122.175,0,0,7,14.0,253101
20762,2100,2479,650,3,2.0,2,47.562,-122.292,0,0,9,12.0,555000
20763,1200,2171,0,4,1.5,1,47.7076,-122.342,0,0,7,90.0,240000
20764,1200,2171,0,4,1.5,1,47.7076,-122.342,0,0,7,90.0,380000
20765,680,772,0,2,2.0,2,47.695,-122.343,0,0,7,18.0,239000
20766,2690,3995,630,4,2.0,2,47.532,-122.384,0,0,9,9.0,760000
20767,2750,7200,0,4,2.0,2,47.7327,-121.966,0,0,8,12.0,430000
20768,2450,4332,0,3,2.0,3,47.6942,-122.016,0,0,8,13.0,660000
20769,2620,4050,0,4,2.0,1,47.5017,-122.34,0,0,8,9.0,399963
20770,1130,1148,330,2,2.0,3,47.6023,-122.314,0,0,9,16.0,411000
20771,2790,5527,0,4,2.0,2,47.4827,-121.773,0,0,8,9.0,483453
20772,1820,1357,0,3,3.0,2,47.5432,-122.376,0,0,9,9.0,469950
20773,2910,7467,0,4,2.0,2,47.4841,-121.772,0,0,8,10.0,504058
20774,2568,5000,0,4,2.0,1,47.2596,-122.194,0,0,9,9.0,425996
20775,3090,5859,0,4,2.0,3,47.6057,-122.047,0,0,9,13.0,760005
20776,1460,1085,510,2,2.0,5,47.6205,-122.299,0,0,8,9.0,699999
20777,2010,2263,670,3,2.0,3,47.6088,-122.311,0,0,8,9.0,749950
20778,2610,5140,0,4,2.0,2,47.6951,-122.346,0,0,8,17.0,674600
20779,960,1000,40,2,2.0,2,47.6489,-122.335,0,0,8,15.0,450000
20780,1528,7616,0,3,2.0,1,47.3774,-122.186,0,0,7,12.0,272000
20781,1310,1264,190,2,2.0,1,47.5772,-122.409,0,0,8,17.0,450000
20782,1760,2122,0,3,3.0,3,47.5633,-122.385,0,0,9,8.0,643950
20783,1420,3542,110,3,2.0,1,47.7731,-122.343,0,0,8,16.0,290000
20784,1650,2082,0,3,3.0,1,47.7108,-122.332,0,0,8,16.0,378000
20785,2320,6775,0,3,1.0,3,47.7158,-122.016,0,0,8,15.0,728050
20786,2628,11466,0,4,2.0,1,47.2904,-122.264,0,0,9,9.0,499160
20787,2520,4831,0,4,2.0,2,47.7711,-122.168,0,0,8,14.0,536000
20788,2880,5000,620,5,2.0,1,47.3455,-122.023,0,0,8,11.0,419900
20789,1440,1362,0,3,3.0,2,47.6908,-122.365,0,0,7,9.0,469000
20790,2185,6042,0,3,2.0,1,47.3573,-122.202,0,0,9,14.0,374000
20791,1500,2106,0,4,2.0,1,47.5669,-122.297,0,0,7,9.0,182568
20792,1769,7324,0,3,2.0,1,47.3307,-122.188,0,0,9,11.0,334888
20793,3650,18223,320,4,2.0,4,47.5442,-122.116,0,3,9,10.0,799900
20794,2160,6223,0,4,2.0,1,47.3494,-122.042,0,0,8,13.0,383000
20795,1820,374616,0,3,2.0,2,47.6539,-121.959,0,0,7,24.0,580000
20796,2370,4200,0,3,2.0,1,47.3706,-122.017,0,0,8,9.0,351999
20797,3180,2758,940,3,2.0,4,47.6377,-122.342,0,2,11,15.0,1330000
20798,1780,4077,0,3,2.0,1,47.3568,-122.056,0,0,8,12.0,312000
20799,2650,3127,420,4,2.0,3,47.5381,-122.046,0,0,8,12.0,674950
20800,3300,7560,0,5,2.0,3,47.6467,-122.118,0,0,10,16.0,1110000
20801,1160,1219,0,2,3.0,2,47.6543,-122.358,0,0,8,16.0,415000
20802,3460,5353,610,3,2.0,3,47.5858,-122.393,0,0,10,16.0,1250000
20803,1390,2450,0,3,2.0,2,47.5298,-122.269,0,0,7,14.0,208800
20804,1260,1131,0,2,3.0,2,47.6715,-122.384,0,0,8,17.0,452000
20805,2940,5225,180,5,2.0,3,47.6879,-122.107,0,0,8,13.0,837000
20806,3190,4247,760,5,2.0,3,47.7016,-122.103,0,0,8,10.0,780000
20807,3930,6120,620,4,2.0,4,47.6646,-122.28,0,0,10,16.0,1490000
20808,3570,10125,0,5,2.0,5,47.5639,-122.223,0,0,10,9.0,1600000
20809,2420,4725,0,3,2.0,1,47.371,-122.018,0,0,8,9.0,369946
20810,3400,7200,930,3,2.0,2,47.4878,-122.191,0,2,9,14.0,530000
20811,2478,6079,0,4,2.0,1,47.3524,-122.175,0,0,8,11.0,386000
20812,3070,7830,1100,4,2.0,2,47.593,-122.291,0,2,11,14.0,1900000
20813,3200,7605,700,4,2.0,1,47.3443,-122.327,0,2,9,10.0,735000
20814,5790,12739,1360,5,2.0,4,47.538,-122.114,0,3,10,9.0,1750000
20815,1590,926,0,3,3.0,2,47.5402,-122.387,0,0,8,9.0,489950
20816,1730,1442,290,3,2.0,1,47.5344,-122.348,0,0,8,15.0,357500
20817,2303,3680,0,4,2.0,1,47.2599,-122.283,0,0,8,10.0,329995
20818,1790,3754,0,3,2.0,2,47.534,-121.841,0,0,8,10.0,414000
20819,2490,3517,770,3,2.0,3,47.5341,-122.067,0,0,8,18.0,533500
20820,2669,5385,0,4,2.0,1,47.3262,-122.165,0,0,9,9.0,402395
20821,2610,2552,450,4,2.0,3,47.5322,-122.076,0,0,10,15.0,725000
20823,1290,1493,0,2,2.0,1,47.5171,-122.346,0,0,8,9.0,239800
20824,3560,5008,750,5,2.0,1,47.5542,-122.359,0,0,8,10.0,616950
20825,4360,6000,960,4,2.0,3,47.5408,-121.994,0,3,11,16.0,1260000
20826,1230,1238,150,3,2.0,3,47.6519,-122.384,0,0,8,14.0,435000
20827,3640,60086,0,4,2.0,3,47.6328,-122.016,0,0,10,18.0,925000
20828,1780,2493,0,2,3.0,2,47.6704,-122.358,0,0,8,42.0,631500
20829,1140,1069,0,3,3.0,2,47.6907,-122.342,0,0,8,18.0,399995
20830,1270,1320,0,3,3.0,2,47.6937,-122.342,0,0,8,17.0,369950
20831,2780,3583,600,5,2.0,2,47.4879,-122.152,0,0,8,18.0,475000
20832,1912,5000,0,4,2.0,1,47.3511,-122.275,0,0,8,11.0,353000
20833,2300,9690,0,4,2.0,1,47.2793,-122.352,0,0,8,17.0,329950
20834,2828,4050,0,3,2.0,1,47.382,-122.197,0,0,8,10.0,367000
20835,2425,9017,0,4,2.0,1,47.3003,-122.263,0,0,9,10.0,447500
20836,3730,4560,970,4,2.0,2,47.6725,-122.33,0,0,9,8.0,595000
20837,730,1942,0,1,1.0,2,47.5943,-122.299,0,0,7,14.0,325000
20838,1990,1756,210,2,3.0,4,47.6264,-122.323,0,0,9,18.0,690000
20839,1300,812,420,3,2.0,2,47.5893,-122.317,0,0,8,15.0,329950
20840,2560,7492,0,4,2.0,1,47.4467,-122.287,0,0,8,9.0,399500
20841,2450,5047,0,5,2.0,2,47.7724,-122.168,0,0,8,16.0,555000
20842,1440,725,340,2,2.0,2,47.5607,-122.378,0,0,8,12.0,427000
20843,1140,1557,0,3,3.0,2,47.6947,-122.342,0,0,8,16.0,375000
20844,1110,957,180,2,2.0,4,47.6319,-122.362,0,0,8,18.0,499000
20845,2620,43832,0,3,2.0,3,47.655,-122.009,0,0,8,10.0,750000
20846,1690,1200,280,3,2.0,1,47.5388,-122.367,0,0,8,9.0,336900
20847,1950,1610,0,2,3.0,2,47.5925,-122.302,0,0,8,14.0,555000
20848,3530,8126,0,4,2.0,4,47.6847,-122.2,0,0,10,16.0,1280000
20849,3310,4684,1020,4,2.0,3,47.579,-122.389,0,0,9,9.0,999950
20850,2620,5477,0,5,2.0,3,47.6804,-122.288,0,0,10,14.0,975000
20851,1350,3582,0,3,2.0,1,47.4214,-122.191,0,0,8,13.0,299000
20852,1741,1439,295,2,2.0,2,47.7043,-122.209,0,0,8,16.0,479000
20853,1650,2201,0,3,3.0,1,47.7108,-122.333,0,0,8,16.0,428000
20854,1890,6500,0,3,2.0,3,47.6225,-122.058,0,0,7,11.0,409000
20855,1950,1833,340,3,3.0,5,47.6078,-122.202,0,0,9,14.0,798500
20856,4490,5805,1100,4,2.0,2,47.5389,-121.86,0,0,9,17.0,689000
20857,3206,5793,0,6,2.0,1,47.369,-122.287,0,0,7,11.0,375000
20858,4130,77832,0,4,2.0,1,47.3229,-122.045,0,2,10,12.0,775000
20859,2800,5700,0,5,2.0,2,47.4969,-122.145,0,0,8,9.0,639983
20860,1984,4419,0,4,2.0,1,47.3514,-122.213,0,0,7,13.0,300000
20861,2750,11830,0,4,2.0,2,47.4698,-122.121,0,0,9,9.0,627000
20862,1740,5757,0,3,1.0,1,47.1941,-121.979,0,0,7,13.0,275000
20863,1800,2752,0,4,2.0,1,47.5167,-122.346,0,0,8,9.0,352800
20864,1540,1005,0,3,3.0,2,47.6828,-122.346,0,0,8,15.0,565000
20865,2030,2222,420,4,2.0,2,47.679,-122.375,0,0,9,8.0,765000
20866,3310,4839,0,4,2.0,2,47.773,-122.161,0,0,9,16.0,644000
20867,1270,1416,0,3,3.0,3,47.6988,-122.317,0,0,8,16.0,461000
20868,2406,7093,0,5,2.0,1,47.2615,-122.252,0,0,8,17.0,270500
20869,1540,965,0,2,3.0,3,47.6181,-122.318,0,0,9,16.0,640000
20870,2820,6983,0,4,2.0,1,47.2958,-122.265,0,0,9,10.0,457000
20871,2540,5100,0,5,2.0,1,47.5123,-122.316,0,0,7,9.0,355000
20872,1230,989,0,2,3.0,2,47.6975,-122.348,0,0,8,16.0,356000
20873,1900,2766,0,4,2.0,1,47.543,-122.368,0,0,8,9.0,425000
20874,2920,6327,0,5,2.0,2,47.4935,-122.145,0,0,8,16.0,562500
20875,1450,1053,510,3,2.0,2,47.6754,-122.374,0,0,8,15.0,460000
20876,5370,69848,1870,4,2.0,1,47.3166,-122.046,0,0,10,18.0,790000
20877,1270,1333,0,3,3.0,2,47.6933,-122.342,0,0,8,17.0,401000
20878,2550,5100,0,3,2.0,3,47.6757,-122.326,0,0,9,9.0,1100000
20879,3070,7150,0,4,2.0,3,47.7079,-122.107,0,0,9,16.0,850000
20880,1450,4050,0,3,2.0,1,47.367,-122.019,0,0,7,13.0,274500
20881,4230,16526,0,5,2.0,5,47.5933,-122.199,0,0,10,15.0,1940000
20882,3480,6262,0,4,2.0,3,47.6857,-122.045,0,0,9,20.0,808000
20883,1490,974,270,3,2.0,1,47.5567,-122.363,0,0,7,14.0,312000
20884,1200,1400,0,3,3.0,1,47.7046,-122.357,0,0,8,18.0,320000
20885,2150,4332,0,3,2.0,2,47.7373,-121.969,0,0,8,10.0,410000
20886,3690,8837,0,3,2.0,2,47.5402,-121.876,0,0,10,22.0,725000
20887,1900,3301,0,4,2.0,1,47.489,-122.249,0,0,7,16.0,335000
20888,1690,1321,370,4,2.0,3,47.678,-122.117,0,0,8,9.0,519990
20889,2790,8853,0,4,2.0,2,47.4842,-121.772,0,0,8,10.0,533112
20890,1936,6612,0,3,2.0,1,47.2602,-122.246,0,0,7,9.0,274900
20891,1150,711,0,2,2.0,3,47.5323,-122.07,0,0,7,10.0,325000
20892,2040,22653,0,4,2.0,1,47.4991,-122.299,0,0,7,12.0,350000
20893,2470,7539,0,4,2.0,2,47.7407,-122.226,0,0,9,17.0,550000
20894,1890,4158,0,4,2.0,1,47.343,-122.056,0,0,8,9.0,311850
20895,1626,1583,207,3,2.5,3,47.6031,-122.309,0,0,8,16.0,526000
20896,2250,5306,0,4,2.0,1,47.356,-122.057,0,0,8,11.0,375000
20897,1350,1234,190,3,2.0,1,47.5565,-122.363,0,0,7,16.0,299999
20898,1460,1238,260,3,2.0,2,47.6719,-122.374,0,0,8,15.0,436000
20899,2056,3564,0,3,2.0,1,47.338,-122.181,0,0,7,9.0,303000
20900,1160,1458,120,2,2.0,4,47.6384,-122.373,0,0,8,11.0,525000
20901,1384,1287,240,3,2.0,4,47.6295,-122.32,0,0,8,17.0,575000
20902,1100,1107,0,2,3.0,2,47.6584,-122.35,0,0,8,15.0,420000
20903,2456,7566,0,3,2.0,1,47.297,-122.351,0,0,8,11.0,329950
20904,4500,215186,1870,4,2.0,3,47.559,-122.045,0,3,11,14.0,1830000
20905,3780,10099,1540,4,1.0,4,47.5508,-122.192,0,1,11,17.0,1180000
20906,1320,1157,330,2,2.0,2,47.6689,-122.363,0,0,8,9.0,499950
20908,1650,5027,0,3,1.5,2,47.515,-121.874,0,0,7,14.0,400000
20909,1670,4440,0,3,1.0,1,47.1948,-121.975,0,0,7,9.0,246950
20910,1610,1275,390,3,2.0,4,47.6236,-122.318,0,0,8,18.0,630000
20911,3370,10315,0,5,2.0,2,47.4893,-122.146,0,0,9,17.0,561000
20912,2660,4082,0,4,2.0,1,47.3414,-122.055,0,0,7,13.0,287000
20913,1690,1473,310,3,2.0,4,47.6397,-122.345,0,0,8,15.0,600000
20914,1620,1062,0,3,3.0,3,47.6051,-122.304,0,0,8,9.0,490000
20915,1300,958,460,3,2.0,1,47.5677,-122.314,0,0,7,12.0,330000
20916,1610,4052,0,4,2.0,1,47.3603,-122.081,0,0,7,10.0,286950
20917,3530,4920,870,3,2.0,4,47.641,-122.357,0,0,9,8.0,1550000
20918,3550,8618,0,4,2.0,3,47.6776,-122.161,0,0,10,16.0,880000
20919,1730,1755,0,3,3.0,2,47.6944,-122.377,0,0,8,9.0,577450
20920,2400,4900,0,5,2.0,1,47.355,-122.057,0,0,8,12.0,405000
20921,1420,1237,0,3,3.0,2,47.674,-122.387,0,0,8,9.0,510000
20922,1220,1120,110,2,2.5,3,47.6374,-122.388,0,0,8,15.0,465000
20923,2360,4000,0,4,2.0,5,47.6198,-122.289,0,0,9,10.0,1300000
20924,3990,11270,1060,4,2.0,1,47.488,-122.225,0,3,9,16.0,609000
20925,1260,1211,0,3,3.0,2,47.6969,-122.343,0,0,8,19.0,336000
20926,1580,2407,0,3,2.0,2,47.5455,-122.368,0,0,8,10.0,375000
20927,1760,2688,0,3,2.0,2,47.4903,-122.166,0,0,7,18.0,294500
20928,3420,4216,900,5,2.0,3,47.6799,-122.304,0,0,9,15.0,925000
20929,2870,6593,0,5,2.0,3,47.7075,-122.102,0,0,9,17.0,730000
20930,1934,5677,0,4,2.0,1,47.2602,-122.252,0,0,8,10.0,280000
20931,1220,962,0,3,3.0,2,47.674,-122.387,0,0,8,9.0,500000
20932,2450,5750,0,3,2.0,2,47.5439,-121.862,0,0,9,10.0,605000
20933,1860,1787,0,3,3.0,2,47.7563,-122.316,0,0,8,16.0,379950
20934,1500,1119,390,3,3.0,4,47.6327,-122.346,0,2,7,15.0,605000
20935,1570,1108,0,2,3.0,5,47.6215,-122.2,0,0,9,16.0,720000
20936,1280,960,240,3,2.0,3,47.602,-122.311,0,0,9,9.0,549900
20937,3192,5653,0,3,2.0,1,47.2956,-122.35,0,0,8,9.0,427000
20938,1690,1479,270,3,3.0,3,47.6022,-122.311,0,0,8,18.0,492000
20939,1590,1426,0,2,2.0,3,47.5441,-122.013,0,0,8,9.0,419190
20940,2870,7288,0,3,2.0,2,47.7745,-122.225,0,0,9,11.0,650000
20941,2580,4818,0,4,2.0,1,47.3607,-122.038,0,0,8,18.0,379950
20942,1830,3420,0,4,2.0,1,47.366,-122.308,0,0,8,11.0,269800
20943,2927,6000,0,4,2.0,1,47.3737,-122.16,0,0,7,12.0,407000
20944,1320,1250,0,3,3.0,2,47.6536,-122.341,0,0,8,15.0,580000
20945,1720,3581,0,3,2.0,3,47.6861,-122.013,0,0,7,12.0,389700
20946,828,4524,0,2,1.0,1,47.2655,-122.244,0,0,6,16.0,110000
20947,1040,1264,140,3,2.0,2,47.5951,-122.301,0,0,9,8.0,230000
20948,2790,6685,0,4,2.0,2,47.4838,-121.773,0,0,8,9.0,533380
20949,1410,1332,450,3,2.0,1,47.5683,-122.314,0,0,7,9.0,295500
20950,4040,8400,820,4,2.0,3,47.7067,-122.131,0,0,9,17.0,860000
20951,3370,3634,620,4,2.0,3,47.5519,-122.001,0,0,9,16.0,812000
20952,1660,3990,0,3,2.0,2,47.5298,-122.268,0,0,7,14.0,324500
20953,910,2550,0,2,1.0,1,47.3494,-122.022,0,0,6,19.0,193000
20954,1280,959,0,3,3.0,2,47.6914,-122.343,0,0,8,18.0,355000
20955,2360,4924,0,4,2.0,2,47.7737,-122.235,0,0,8,15.0,525000
20956,2529,9653,0,3,2.0,1,47.3738,-122.161,0,0,7,11.0,370950
20957,4700,10183,2040,4,1.0,4,47.6728,-122.189,0,2,11,21.0,1240000
20958,2780,275033,0,3,1.0,2,47.4496,-121.766,0,0,10,17.0,950000
20959,3540,5500,0,4,2.0,3,47.6181,-122.056,0,0,9,9.0,888990
20960,1580,1321,500,3,2.0,2,47.6688,-122.402,0,2,8,9.0,705000
20961,1700,2250,0,3,2.0,1,47.4914,-122.334,0,0,7,9.0,268000
20962,1600,3573,0,3,2.0,2,47.507,-122.181,0,0,7,10.0,305450
20963,1410,1005,510,2,1.5,3,47.5446,-122.018,0,0,9,12.0,399900
20964,1580,1228,0,3,3.0,3,47.6765,-122.32,0,0,8,9.0,495000
20965,3940,11632,0,3,2.0,2,47.438,-122.344,0,0,10,9.0,857326
20966,4450,9600,800,5,2.0,2,47.7336,-122.21,0,0,9,9.0,845950
20967,2009,5000,0,4,2.0,1,47.2577,-122.198,0,0,8,9.0,303210
20968,2732,7655,0,6,2.0,1,47.3045,-122.211,0,0,7,14.0,343000
20969,2090,4590,0,3,2.0,1,47.3992,-122.163,0,0,7,18.0,300000
20970,980,1013,0,2,3.0,2,47.6844,-122.387,0,0,8,15.0,334900
20971,2815,5619,0,5,2.0,1,47.4299,-122.207,0,0,9,11.0,477500
20972,3170,8523,0,4,2.0,4,47.6854,-122.184,0,0,9,15.0,820000
20973,3030,7410,880,5,2.0,1,47.553,-122.354,0,0,8,9.0,580000
20974,1280,940,220,2,2.0,2,47.6904,-122.364,0,0,8,17.0,350000
20975,2030,1160,60,3,3.0,5,47.6213,-122.2,0,0,9,16.0,910000
20976,2490,4540,0,3,2.5,2,47.5051,-122.155,0,0,8,11.0,414000
20977,3030,4500,0,3,2.0,2,47.4944,-122.15,0,0,8,14.0,525000
20978,1470,690,0,2,3.0,2,47.6523,-122.346,0,3,8,15.0,650000
20979,1620,997,80,3,2.5,3,47.5394,-122.027,0,0,8,11.0,450000
